club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition
dundee-united,24/25,23/24,55,54,upward_tier_move,12477106,2024-09-15,rangers,1,5,1-5,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.146987,-6.000,-0.427,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477102,2024-09-28,kilmarnock,0,6,6-10,33,198,228,0.868,0,1,3.0,3.0,0.0,0,0.244701,4.000,0.709,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477094,2024-10-05,st-mirren,0,7,6-10,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.300725,-4.000,-0.678,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477086,2024-10-19,hibernian,1,8,6-10,33,198,228,0.868,0,1,3.0,2.0,1.0,1,0.331267,0.000,0.470,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477083,2024-10-26,aberdeen,0,9,6-10,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.203785,-4.000,-0.783,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477077,2024-10-30,motherwell,1,10,6-10,33,198,228,0.868,0,1,1.0,2.0,-1.0,0,0.501102,8.000,0.924,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477050,2024-11-03,hibernian,0,11,11-20,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.199143,-7.000,-0.399,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477064,2024-11-09,ross-county,1,12,11-20,33,198,228,0.868,0,1,3.0,0.0,3.0,1,0.529550,6.000,0.576,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477055,2024-11-23,rangers,0,13,11-20,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.069121,-24.000,-2.382,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477053,2024-11-30,st-mirren,1,14,11-20,33,198,228,0.868,0,1,2.0,0.0,2.0,1,0.432049,5.000,2.996,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477036,2024-12-07,kilmarnock,1,15,11-20,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.489089,6.000,0.820,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477031,2024-12-14,motherwell,0,16,11-20,33,198,228,0.868,0,1,3.0,4.0,-1.0,0,0.333091,4.000,0.338,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477028,2024-12-22,celtic,1,17,11-20,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.100342,-15.000,-1.360,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477018,2024-12-26,st-johnstone,0,18,11-20,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.382775,2.000,0.542,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477016,2024-12-29,aberdeen,1,19,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.429308,10.000,0.924,consecutive observed seasons changed tier; mechanism unverified
dundee-united,24/25,23/24,55,54,upward_tier_move,12477006,2025-01-02,dundee-fc,0,20,11-20,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.425341,2.000,0.202,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573825,2021-08-02,ayr-united,1,1,1-5,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,10.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573817,2021-08-07,queen-of-the-south,0,2,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,0.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573832,2021-08-21,hamilton-academical,0,3,1-5,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,10.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573899,2021-08-28,inverness-caledonian-thistle,1,4,1-5,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.524945,-1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573847,2021-09-11,greenock-morton,1,5,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,5.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574147,2021-09-18,partick-thistle,0,6,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,-4.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573844,2021-09-24,arbroath,0,7,6-10,36,180,180,1.000,1,1,0.0,0.0,0.0,0,,-8.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573876,2021-10-02,raith-rovers,1,8,6-10,36,180,180,1.000,1,1,1.0,3.0,-2.0,0,,7.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574192,2021-10-16,dunfermline-athletic,0,9,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,,2.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574081,2021-10-23,hamilton-academical,1,10,6-10,36,180,180,1.000,1,1,2.0,1.0,1.0,1,,-6.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574166,2021-10-26,ayr-united,0,11,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573856,2021-10-30,queen-of-the-south,1,12,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,,0.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574296,2021-11-06,partick-thistle,1,13,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,,0.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574205,2021-11-13,greenock-morton,0,14,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,2.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574119,2021-11-20,arbroath,1,15,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,,-4.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9573871,2021-12-03,inverness-caledonian-thistle,0,16,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,,-3.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574330,2021-12-11,raith-rovers,0,17,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,,1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574524,2021-12-26,hamilton-academical,0,18,11-20,36,180,180,1.000,1,1,3.0,2.0,1.0,1,,4.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574488,2021-12-29,greenock-morton,1,19,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,8.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,21/22,20/21,54,55,downward_tier_move,9574267,2022-01-08,queen-of-the-south,0,20,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,,14.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387375,2022-07-30,dundee-united,1,1,1-5,33,198,228,0.868,0,1,1.0,1.0,0.0,0,0.414282,11.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387402,2022-08-06,rangers,0,2,1-5,33,198,228,0.868,0,1,0.0,2.0,-2.0,0,0.047481,-14.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387421,2022-08-14,celtic,1,3,1-5,33,198,228,0.868,0,1,0.0,5.0,-5.0,0,0.047543,-8.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387439,2022-08-20,ross-county,0,4,1-5,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.257900,6.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387448,2022-08-27,motherwell,1,5,1-5,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.333708,11.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10644599,2022-09-03,hibernian,0,6,6-10,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.151065,-18.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387487,2022-09-17,livingston,0,7,6-10,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.243628,-6.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387532,2022-10-01,aberdeen,0,8,6-10,33,198,228,0.868,0,1,1.0,4.0,-3.0,0,0.175971,-9.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10717734,2022-10-05,st-johnstone,1,9,6-10,33,198,228,0.868,0,1,2.0,1.0,1.0,1,,-4.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387494,2022-10-09,heart-of-midlothian,1,10,6-10,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.280690,3.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387535,2022-10-15,st-mirren,0,11,11-20,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.212017,0.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387470,2022-10-22,ross-county,1,12,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.502161,1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387475,2022-10-29,st-johnstone,0,13,11-20,33,198,228,0.868,0,1,0.0,1.0,-1.0,0,0.289561,-1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387506,2022-11-04,livingston,1,14,11-20,33,198,228,0.868,0,1,2.0,3.0,-1.0,0,0.387744,3.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387566,2022-11-09,dundee-united,0,15,11-20,33,198,228,0.868,0,1,0.0,4.0,-4.0,0,0.262072,9.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387512,2022-11-12,hibernian,1,16,11-20,33,198,228,0.868,0,1,1.0,0.0,1.0,1,0.250255,-9.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387504,2022-12-17,heart-of-midlothian,0,17,11-20,33,198,228,0.868,0,1,1.0,3.0,-2.0,0,0.169799,1.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387541,2022-12-23,motherwell,0,18,11-20,33,198,228,0.868,0,1,2.0,2.0,0.0,0,0.237784,-12.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387495,2022-12-28,aberdeen,1,19,11-20,33,198,228,0.868,0,1,2.0,1.0,1.0,1,0.299570,8.000,,consecutive observed seasons changed tier; mechanism unverified
kilmarnock,22/23,21/22,55,54,upward_tier_move,10387389,2023-01-02,st-mirren,1,20,11-20,33,198,228,0.868,0,1,0.0,0.0,0.0,0,0.352945,6.000,,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035324,2025-08-02,airdrieonians,0,1,1-5,35,173,180,0.961,0,1,2.0,2.0,0.0,0,,4.000,0.642,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035327,2025-08-08,st-johnstone,1,2,1-5,35,173,180,0.961,0,1,0.0,1.0,-1.0,0,0.343112,-11.000,-1.092,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035330,2025-08-23,partick-thistle,1,3,1-5,35,173,180,0.961,0,1,1.0,3.0,-2.0,0,,-3.000,-1.218,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035334,2025-08-30,dunfermline-athletic,0,4,1-5,35,173,180,0.961,0,1,2.0,2.0,0.0,0,,1.000,-0.106,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035340,2025-09-06,arbroath,1,5,1-5,35,173,180,0.961,0,1,1.0,2.0,-1.0,0,,3.000,0.057,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035342,2025-09-13,ayr-united,0,6,6-10,35,173,180,0.961,0,1,1.0,1.0,0.0,0,,-3.000,-0.476,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035350,2025-09-20,queens-park-fc,1,7,6-10,35,173,180,0.961,0,1,1.0,2.0,-1.0,0,,4.000,0.929,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035351,2025-09-27,greenock-morton,0,8,6-10,35,173,180,0.961,0,1,1.0,1.0,0.0,0,,-7.000,-0.137,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035358,2025-10-04,raith-rovers,1,9,6-10,35,173,180,0.961,0,1,2.0,0.0,2.0,1,,-3.000,0.811,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035367,2025-10-11,st-johnstone,0,10,6-10,35,173,180,0.961,0,1,0.0,0.0,0.0,0,,-8.000,-0.397,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035369,2025-10-18,partick-thistle,0,11,11-20,35,173,180,0.961,0,1,0.0,1.0,-1.0,0,,2.000,-0.357,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035375,2025-10-25,dunfermline-athletic,1,12,11-20,35,173,180,0.961,0,1,3.0,2.0,1.0,1,,6.000,0.895,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035377,2025-11-01,arbroath,0,13,11-20,35,173,180,0.961,0,1,0.0,3.0,-3.0,0,,3.000,0.200,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035385,2025-11-08,ayr-united,1,14,11-20,35,173,180,0.961,0,1,3.0,3.0,0.0,0,,-3.000,-0.169,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035389,2025-11-15,greenock-morton,1,15,11-20,35,173,180,0.961,0,1,0.0,3.0,-3.0,0,,5.000,-0.197,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035400,2025-12-06,airdrieonians,1,16,11-20,35,173,180,0.961,0,1,1.0,2.0,-1.0,0,,5.000,0.300,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035404,2025-12-13,raith-rovers,0,17,11-20,35,173,180,0.961,0,1,0.0,6.0,-6.0,0,,-3.000,-2.051,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035409,2025-12-20,arbroath,1,18,11-20,35,173,180,0.961,0,1,0.0,2.0,-2.0,0,,5.000,0.595,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035420,2025-12-27,st-johnstone,1,19,11-20,35,173,180,0.961,0,1,0.0,0.0,0.0,0,,-10.000,-0.799,consecutive observed seasons changed tier; mechanism unverified
ross-county,25/26,24/25,54,55,downward_tier_move,14035427,2026-01-09,partick-thistle,1,20,11-20,35,173,180,0.961,0,1,2.0,0.0,2.0,1,,-6.000,-0.173,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362406,2026-08-01,peterhead,0,1,1-5,7,39,180,0.217,0,0,1.0,0.0,1.0,1,,5.000,0.584,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362412,2026-08-08,montrose,1,2,1-5,7,39,180,0.217,0,0,2.0,1.0,1.0,1,,15.000,0.885,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362416,2026-08-22,airdrieonians,0,3,1-5,7,39,180,0.217,0,0,3.0,1.0,2.0,1,,6.000,1.080,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362430,2026-08-29,east-kilbride,1,4,1-5,7,39,180,0.217,0,0,4.0,0.0,4.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362432,2026-09-05,east-fife,0,5,1-5,7,39,180,0.217,0,0,2.0,2.0,0.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16707341,2026-09-15,queen-of-the-south,1,6,6-10,7,39,180,0.217,0,0,8.0,0.0,8.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
ross-county,26/27,25/26,55,56,downward_tier_move,16362442,2026-09-19,cove-rangers,0,7,6-10,7,39,180,0.217,0,0,2.0,0.0,2.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035321,2025-08-02,partick-thistle,1,1,1-5,34,173,180,0.961,0,1,5.0,1.0,4.0,1,0.489084,17.000,2.183,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035327,2025-08-08,ross-county,0,2,1-5,34,173,180,0.961,0,1,1.0,0.0,1.0,1,0.382399,11.000,1.092,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035331,2025-08-23,arbroath,1,3,1-5,34,173,180,0.961,0,1,3.0,0.0,3.0,1,,16.000,1.840,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035336,2025-08-30,greenock-morton,1,4,1-5,34,173,180,0.961,0,1,1.0,1.0,0.0,0,,19.000,1.633,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035343,2025-09-13,raith-rovers,0,5,1-5,34,173,180,0.961,0,1,2.0,0.0,2.0,1,,4.000,0.425,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035349,2025-09-19,dunfermline-athletic,1,6,6-10,34,173,180,0.961,0,1,2.0,1.0,1.0,1,,1.000,1.212,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14568910,2025-09-23,airdrieonians,0,7,6-10,34,173,180,0.961,0,1,2.0,1.0,1.0,1,,11.000,1.380,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035353,2025-09-27,queens-park-fc,0,8,6-10,34,173,180,0.961,0,1,2.0,1.0,1.0,1,,0.000,0.180,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035361,2025-10-04,ayr-united,1,9,6-10,34,173,180,0.961,0,1,0.0,0.0,0.0,0,,1.000,0.199,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035367,2025-10-11,ross-county,1,10,6-10,34,173,180,0.961,0,1,0.0,0.0,0.0,0,,8.000,0.397,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035365,2025-10-18,arbroath,0,11,11-20,34,173,180,0.961,0,1,1.0,3.0,-2.0,0,,7.000,0.721,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035374,2025-10-25,greenock-morton,0,12,11-20,34,173,180,0.961,0,1,4.0,0.0,4.0,1,,10.000,1.051,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035381,2025-11-01,airdrieonians,1,13,11-20,34,173,180,0.961,0,1,3.0,0.0,3.0,1,,14.000,1.699,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035382,2025-11-08,dunfermline-athletic,0,14,11-20,34,173,180,0.961,0,1,2.0,2.0,0.0,0,,9.000,1.016,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035392,2025-11-15,queens-park-fc,1,15,11-20,34,173,180,0.961,0,1,4.0,3.0,1.0,1,,8.000,-0.248,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035396,2025-11-22,partick-thistle,0,16,11-20,34,173,180,0.961,0,1,1.0,2.0,-1.0,0,,6.000,0.721,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035399,2025-12-06,raith-rovers,1,17,11-20,34,173,180,0.961,0,1,0.0,0.0,0.0,0,,17.000,1.620,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035405,2025-12-12,ayr-united,0,18,11-20,34,173,180,0.961,0,1,4.0,2.0,2.0,1,,12.000,1.461,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035410,2025-12-20,greenock-morton,1,19,11-20,34,173,180,0.961,0,1,5.0,0.0,5.0,1,,7.000,0.888,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,25/26,24/25,54,55,downward_tier_move,14035420,2025-12-27,ross-county,0,20,11-20,34,173,180,0.961,0,1,0.0,0.0,0.0,0,,10.000,0.799,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16362150,2026-08-02,kilmarnock,1,1,1-5,6,36,228,0.158,0,0,4.0,3.0,1.0,1,,8.000,0.945,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16362162,2026-08-08,st-mirren,0,2,1-5,6,36,228,0.158,0,0,0.0,1.0,-1.0,0,,-4.000,-0.152,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16362161,2026-08-29,heart-of-midlothian,0,3,1-5,6,36,228,0.158,0,0,1.0,2.0,-1.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16361996,2026-09-02,dundee-fc,0,4,1-5,6,36,228,0.158,0,0,1.0,1.0,0.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16362012,2026-09-06,hibernian,1,5,1-5,6,36,228,0.158,0,0,2.0,1.0,1.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
st-johnstone,26/27,25/26,55,54,upward_tier_move,16956658,2026-09-09,celtic,1,6,6-10,6,36,228,0.158,0,0,0.0,1.0,-1.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
