order_id,at,archive_ts,market_id,symbol,level,price,venue_stake,risk,policy_name
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261703057,home,1,3.1,5.707142857142859,5.707142857142859,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261708802,Under 2.5 Goals,1,2.42,1.3857142857142861,1.3857142857142861,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261708802,Under 2.5 Goals,2,2.4,0.485714285714284,0.485714285714284,staged_t25_t5_no_replenishment
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261708650,home,1,2.86,3.2714285714285714,3.2714285714285714,staged_t25_t5_no_replenishment
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261703167,home,1,3.5,3.598571428571425,3.598571428571425,staged_t25_t5_no_replenishment
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261702727,home,3,3.2,2.5353233830845467,2.5353233830845467,staged_t25_t5_no_replenishment
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261702947,home,1,2.52,2.7814285714285703,2.7814285714285703,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261709442,home,2,3.7,2.5228571428571414,2.5228571428571414,staged_t25_t5_no_replenishment
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261703057,home,1,3.25,2.0,2.0,staged_t25_t5_no_replenishment
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:50:00.0,2026-09-05T13:50:00.0,1.261703057,home,2,3.2,3.7071428571428555,3.7071428571428555,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261708802,Under 2.5 Goals,2,2.4,1.0190476190476212,1.0190476190476212,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261708802,Under 2.5 Goals,3,2.38,0.8523809523809529,0.8523809523809529,staged_t25_t5_no_replenishment
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261703167,home,1,3.5,3.5985714285714323,3.5985714285714323,staged_t25_t5_no_replenishment
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261702947,home,1,2.52,2.781428571428574,2.781428571428574,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261709442,home,2,3.7,1.2947619047619057,1.2947619047619057,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261709442,home,3,3.65,1.2280952380952375,1.2280952380952375,staged_t25_t5_no_replenishment
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261708519,Under 2.5 Goals,2,2.74,2.8200000000000003,2.8200000000000003,staged_t25_t5_no_replenishment
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:53:00.0,2026-09-05T13:53:00.0,1.261703057,home,1,3.3,5.707142857142859,5.707142857142859,staged_t25_t5_no_replenishment
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261709452,Under 2.5 Goals,1,2.24,0.40857142857142853,0.40857142857142853,staged_t25_t5_refreshed_upper_bound
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261708802,Under 2.5 Goals,1,2.4,0.6238095238095237,0.6238095238095237,staged_t25_t5_refreshed_upper_bound
50458b3f-d7ba-4eac-8b89-8e5045b74db5,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261708650,home,1,2.86,0.5452380952380952,0.5452380952380952,staged_t25_t5_refreshed_upper_bound
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261703167,home,1,3.2,1.1995238095238094,1.1995238095238094,staged_t25_t5_refreshed_upper_bound
5fe3eb51-ca97-4709-9b3e-055d7d477033,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261702837,draw,1,4.5,1.2042857142857142,1.2042857142857142,staged_t25_t5_refreshed_upper_bound
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261703067,Over 2.5 Goals,1,1.79,1.561181434599156,1.2333333333333332,staged_t25_t5_refreshed_upper_bound
71b20b32-c980-4d92-98df-2158b1bf8919,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261708509,home,1,3.85,1.4647619047619047,1.4647619047619047,staged_t25_t5_refreshed_upper_bound
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261702727,home,1,3.3,1.1333333333333333,1.1333333333333333,staged_t25_t5_refreshed_upper_bound
8daaf6db-f85b-4283-b9d3-69c439aed855,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261702837,home,1,7.4,5.768571428571429,5.768571428571429,staged_t25_t5_refreshed_upper_bound
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:35:00.0,2026-09-05T13:35:00.0,1.261702947,home,1,2.4,0.927142857142857,0.927142857142857,staged_t25_t5_refreshed_upper_bound
