fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
18,ha.σ_γ,0.032479853803376896,0.023839124129073196,0.0026292344185854617,0.027942960577799478,0.07821440880396947,1.0,0.03989422804014327,0.030140513749454357,1.0,0.2090670939706606,0.367,0.31084348322064836
19,turf_asym.w,0.05030303464064944,0.04331849225306333,-0.02175333019682248,0.050867137029056854,0.12180326087018878,0.87625,0.05,0.05,0.841344746068543,0.13363015493873354,NaN,NaN
19,turf_gen.w,-0.033367399150800794,0.03978349861019569,-0.09719958877753739,-0.03342012914293242,0.03342308885536106,0.19575,0.0,0.05,0.5,0.20433002779608622,NaN,NaN
19,turf_pace.w,0.01935923046241509,0.03628136486882229,-0.03948411968426503,0.019118881336416732,0.07863414699748972,0.70175,0.0,0.05,0.5,0.2743727026235543,NaN,NaN
19,ha.γ_base,0.1347702651686876,0.03399716272601625,0.08045360775799687,0.13418611576532233,0.19315805437878888,1.0,0.15,0.05,0.9986501019683699,0.320056745479675,NaN,NaN
19,ha.σ_γ,0.033656523749892205,0.02503223729120832,0.0029437526213729696,0.02869646967879734,0.08056834829075517,1.0,0.03989422804014327,0.030140513749454357,1.0,0.16948206326902815,0.3555,0.31084348322064836
20,turf_asym.w,0.05337809896096721,0.04108479309640709,-0.014336912272962812,0.05404096195875262,0.12058335260396037,0.90075,0.05,0.05,0.841344746068543,0.1783041380718582,NaN,NaN
20,turf_gen.w,-0.030353278490734575,0.03898523174342489,-0.09388768723210522,-0.030954056936526836,0.033991724705069136,0.216,0.0,0.05,0.5,0.22029536513150216,NaN,NaN
20,turf_pace.w,0.02214588762312995,0.03567194972544792,-0.034598397821434895,0.021654584338721795,0.08181684182987764,0.73125,0.0,0.05,0.5,0.2865610054910417,NaN,NaN
20,ha.γ_base,0.1448051422188026,0.03350706734860266,0.08956733010627471,0.1453256541608005,0.20081303100474127,1.0,0.15,0.05,0.9986501019683699,0.3298586530279468,NaN,NaN
20,ha.σ_γ,0.037938678393366884,0.027138153260367195,0.003209458223602231,0.032731791131874806,0.0887685004210319,1.0,0.03989422804014327,0.030140513749454357,1.0,0.09961212055124691,0.3145,0.31084348322064836
21,turf_asym.w,0.05439981749354526,0.04191010364704409,-0.014193519292279253,0.05534063420514107,0.12268842634138347,0.90425,0.05,0.05,0.841344746068543,0.16179792705911822,NaN,NaN
21,turf_gen.w,-0.029407950063511674,0.039517382625650514,-0.09473106064126793,-0.029607616845485837,0.03571481428694492,0.2285,0.0,0.05,0.5,0.2096523474869898,NaN,NaN
21,turf_pace.w,0.0198534851097571,0.036062381801210214,-0.03946213214856868,0.01993070633328381,0.07966043413993898,0.714,0.0,0.05,0.5,0.2787523639757957,NaN,NaN
21,ha.γ_base,0.15372655367774343,0.03493231855071663,0.09649701828321663,0.15355603450990282,0.2105614839097547,1.0,0.15,0.05,0.9986501019683699,0.3013536289856674,NaN,NaN
21,ha.σ_γ,0.03865655608712511,0.026995198231536507,0.00372143436330339,0.034146769382068023,0.08926265846013748,1.0,0.03989422804014327,0.030140513749454357,1.0,0.10435507317703874,0.29375,0.31084348322064836
22,turf_asym.w,0.057169985347526986,0.04335197926457403,-0.014044104669031755,0.05797074136925667,0.1280074713459127,0.902,0.05,0.05,0.841344746068543,0.1329604147085195,NaN,NaN
22,turf_gen.w,-0.033005323888273735,0.04171430990806323,-0.10040410869079854,-0.03300904410735444,0.03479275095187782,0.2115,0.0,0.05,0.5,0.16571380183873552,NaN,NaN
22,turf_pace.w,0.012506200080098413,0.037656984999829765,-0.04921116252490969,0.013353864237041432,0.07431470549185931,0.6245,0.0,0.05,0.5,0.24686030000340475,NaN,NaN
22,ha.γ_base,0.14709761736756635,0.036179172716609725,0.08762146310076604,0.14673268944367163,0.20764980366534294,1.0,0.15,0.05,0.9986501019683699,0.2764165456678055,NaN,NaN
22,ha.σ_γ,0.03247018332880329,0.024307695386757946,0.0028083441318387135,0.0274498393298342,0.0787658226644156,1.0,0.03989422804014327,0.030140513749454357,1.0,0.19352086733432017,0.37225,0.31084348322064836
23,turf_asym.w,0.0700084092763954,0.04328523342415375,-0.0007966901695043796,0.06980905498178354,0.1399031238245552,0.94675,0.05,0.05,0.841344746068543,0.13429533151692497,NaN,NaN
