fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
23,midweek.w,0.034747148462733204,0.04762940123272456,-0.042605161811441056,0.03433481172305848,0.11357127875577629,0.76775,0.05,0.05,0.841344746068543,0.047411975345508894,NaN,NaN
23,rest_diff.w,0.0007755804456433261,0.011045997263728947,-0.0173931874696288,0.0007481258302376995,0.01887395868988377,0.526,0.02,0.02,0.841344746068543,0.4477001368135527,NaN,NaN
23,ha.γ_base,0.14085828725038146,0.03635211128680448,0.0825607420793257,0.1411209747365366,0.20162378523990948,1.0,0.15,0.05,0.9986501019683699,0.27295777426391044,NaN,NaN
23,ha.σ_γ,0.033323732739730334,0.0248142655069628,0.002421831998635909,0.028774602851455264,0.08075393428011363,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1767139169148363,0.36125,0.31084348322064836
24,turf_asym.w,0.08562725896574207,0.04180417418510377,0.016956223201847677,0.08563202708372519,0.15475876859791468,0.979,0.05,0.05,0.841344746068543,0.16391651629792459,NaN,NaN
24,turf_gen.w,-0.013731508673003863,0.038848115869743974,-0.07621568475456819,-0.013582476656929411,0.05062651156430889,0.36225,0.0,0.05,0.5,0.22303768260512058,NaN,NaN
24,turf_pace.w,0.009844973098246149,0.03584488634295617,-0.05030597393273618,0.009698119153122752,0.06993459906858879,0.60975,0.0,0.05,0.5,0.28310227314087666,NaN,NaN
24,midweek.w,0.03664342801291943,0.047227344857812485,-0.040971072103984284,0.03703304917927999,0.11183567386334295,0.7795,0.05,0.05,0.841344746068543,0.05545310284375038,NaN,NaN
24,rest_diff.w,0.0004385346462577666,0.011173509225974126,-0.018054546815477576,0.0003857807723222234,0.01846073930633871,0.518,0.02,0.02,0.841344746068543,0.44132453870129373,NaN,NaN
24,ha.γ_base,0.14018176342525226,0.03621042108774255,0.07905600596271609,0.14084688385033634,0.19952447382690394,1.0,0.15,0.05,0.9986501019683699,0.2757915782451491,NaN,NaN
24,ha.σ_γ,0.03767849064391192,0.026809977840541784,0.003093606571022503,0.03290177612965937,0.08740307949519886,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1105003032329821,0.3055,0.31084348322064836
25,turf_asym.w,0.0812544918964434,0.04115551104729868,0.01373391036538773,0.08145086196729304,0.1490285672822229,0.9735,0.05,0.05,0.841344746068543,0.17688977905402647,NaN,NaN
25,turf_gen.w,-0.02438501575563599,0.040770314836459855,-0.09219432331345558,-0.024831465549470536,0.04165037294581485,0.27,0.0,0.05,0.5,0.18459370327080293,NaN,NaN
25,turf_pace.w,0.011276297162496245,0.03578968629796024,-0.047396286655655775,0.011811500602992488,0.07060495889950638,0.62775,0.0,0.05,0.5,0.28420627404079524,NaN,NaN
25,midweek.w,0.03669248383787155,0.047293960271527,-0.04084285928105935,0.03641661680949817,0.1152628780317005,0.77725,0.05,0.05,0.841344746068543,0.05412079456946006,NaN,NaN
25,rest_diff.w,0.0009572330761969232,0.011338383643812847,-0.017465596841887254,0.0009132278665567275,0.019601160890208705,0.53325,0.02,0.02,0.841344746068543,0.4330808178093577,NaN,NaN
25,ha.γ_base,0.1296843868018175,0.036464267680469335,0.06883173433879121,0.1299703322318988,0.19088212483058223,0.99975,0.15,0.05,0.9986501019683699,0.2707146463906134,NaN,NaN
25,ha.σ_γ,0.03700875354355695,0.02736194014395476,0.0024692208755107657,0.032426152072640935,0.0887560828331791,1.0,0.03989422804014327,0.030140513749454357,1.0,0.09218733391861644,0.33175,0.31084348322064836
26,turf_asym.w,0.07265155178343899,0.0411064907592202,0.0037245002758637307,0.07217370872361208,0.1397195275571741,0.9585,0.05,0.05,0.841344746068543,0.17787018481559602,NaN,NaN
26,turf_gen.w,-0.020963180514831415,0.03896848257508771,-0.08402596548814051,-0.02111555259777575,0.043820661288466956,0.296,0.0,0.05,0.5,0.2206303484982458,NaN,NaN
26,turf_pace.w,0.003075087903223545,0.03627868560583148,-0.05555340653224455,0.0029453116592498304,0.06232194195675849,0.53625,0.0,0.05,0.5,0.2744262878833704,NaN,NaN
26,midweek.w,0.03464841194473528,0.04563045352390467,-0.041553855241404515,0.03500005670032084,0.10907218420250658,0.77525,0.05,0.05,0.841344746068543,0.08739092952190664,NaN,NaN
26,rest_diff.w,0.0013123583406024714,0.011771590633375038,-0.018066673415282085,0.001162104167193262,0.020724562175887428,0.53775,0.02,0.02,0.841344746068543,0.4114204683312481,NaN,NaN
26,ha.γ_base,0.1381101924186647,0.03584711487778906,0.07915661300146858,0.13817366276164422,0.19782858774637646,1.0,0.15,0.05,0.9986501019683699,0.2830577024442188,NaN,NaN
26,ha.σ_γ,0.04272529887358678,0.02910457984945615,0.0039050382830712227,0.03858118972006848,0.09596869200818484,1.0,0.03989422804014327,0.030140513749454357,1.0,0.03437014739063504,0.26575,0.31084348322064836
27,turf_asym.w,0.07263637766221305,0.04172243629240169,0.002045301526017475,0.07270202245771382,0.14046643933163722,0.9545,0.05,0.05,0.841344746068543,0.16555127415196624,NaN,NaN
27,turf_gen.w,-0.02865208303454218,0.03907485598797774,-0.091950734733866,-0.02797594232036832,0.03516372529771742,0.238,0.0,0.05,0.5,0.21850288024044529,NaN,NaN
27,turf_pace.w,-0.0011811115281573576,0.035633523956740826,-0.05909690168457277,-0.0015293416298441033,0.05771693848742823,0.4805,0.0,0.05,0.5,0.2873295208651835,NaN,NaN
