window,spec,team,fs,season,cat,n,a,d,theta,old_firm
long,main σc=1.0 σs=0.20,motherwell-u21,2019,19/20,B,2,0.05332394323646139,-0.3878736112189578,0.4411975544554192,false
long,main σc=1.0 σs=0.20,musselburgh-athletic-fc,2022,22/23,T5,1,-0.27022247979910613,-0.10324297911002205,-0.16697950068908407,false
long,main σc=1.0 σs=0.20,musselburgh-athletic-fc,2023,23/24,T5,2,-0.2748022326547828,-0.09557916512058619,-0.17922306753419665,false
long,main σc=1.0 σs=0.20,musselburgh-athletic-fc,2024,24/25,T5,4,-0.2093926120976714,-0.15526091394465463,-0.05413169815301677,false
long,main σc=1.0 σs=0.20,musselburgh-athletic-fc,2025,25/26,T5,2,-0.23104212415012598,-0.12190153069973948,-0.1091405934503865,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2009,09/10,T5,1,-0.2227218033312709,0.41734798672380846,-0.6400697900550794,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2011,11/12,T5,1,-0.2841671416851682,0.33402657777898964,-0.6181937194641578,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2012,12/13,T5,5,-0.037945369185269945,0.31365000417269673,-0.35159537335796665,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2013,13/14,T5,1,-0.2893805211906743,0.34641617058224683,-0.6357966917729212,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2014,14/15,T5,3,-0.2521015623991979,0.24073524532138968,-0.4928368077205876,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2015,15/16,T5,3,-0.20336305010138875,0.4239201660302792,-0.6272832161316679,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2016,16/17,T5,1,-0.2561642400996208,0.4200244240209075,-0.6761886641205284,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2017,17/18,T5,2,-0.2745275641233097,0.2880809813981236,-0.5626085455214334,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2018,18/19,T5,1,-0.2673295709200846,0.370558527871525,-0.6378880987916096,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2019,19/20,T5,2,-0.35434172879099857,0.3062027214215429,-0.6605444502125415,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2020,20/21,T5,2,-0.28763900981303636,0.43651501793243014,-0.7241540277454666,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2021,21/22,T5,2,-0.28521484382536744,0.4095060635601039,-0.6947209073854713,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2022,22/23,T5,1,-0.24530131900094362,0.37061949363562624,-0.6159208126365698,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2023,23/24,T5,2,-0.2442666456758575,0.40710045102572656,-0.6513670967015841,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2024,24/25,T5,1,-0.27824301616047237,0.39349791864243905,-0.6717409348029114,false
long,main σc=1.0 σs=0.20,nairn-county-fc,2025,25/26,T5,2,-0.2408117432959595,0.286617494822771,-0.5274292381187304,false
long,main σc=1.0 σs=0.20,newton-stewart-fc,2012,12/13,T5,1,-1.0335377262166863,1.1640499233859773,-2.1975876496026636,false
long,main σc=1.0 σs=0.20,newton-stewart-fc,2013,13/14,T5,3,-1.0128038306296425,1.1130471657079535,-2.125850996337596,false
long,main σc=1.0 σs=0.20,newton-stewart-fc,2022,22/23,T5,1,-0.992499017102909,1.1847331902759142,-2.177232207378823,false
long,main σc=1.0 σs=0.20,newtongrange-star,2021,21/22,T5,2,-0.6458161031206681,0.3593860510687158,-1.0052021541893839,false
long,main σc=1.0 σs=0.20,newtongrange-star,2022,22/23,T5,2,-0.6881375422230194,0.2641014293582893,-0.9522389715813087,false
long,main σc=1.0 σs=0.20,newtongrange-star,2024,24/25,T5,1,-0.6891509598067493,0.23191482395559754,-0.9210657837623468,false
long,main σc=1.0 σs=0.20,newtongrange-star,2025,25/26,T5,1,-0.6634114536273386,0.3376999448456199,-1.0011113984729585,false
long,main σc=1.0 σs=0.20,partick-thistle,2008,08/09,T2,45,0.4527297811248285,-0.8434960521422352,1.2962258332670638,false
long,main σc=1.0 σs=0.20,partick-thistle,2009,09/10,T2,42,0.580322841958681,-0.877036869878044,1.457359711836725,false
long,main σc=1.0 σs=0.20,partick-thistle,2010,10/11,T2,46,0.43582713664785705,-0.8011552670248724,1.2369824036727295,false
long,main σc=1.0 σs=0.20,partick-thistle,2011,11/12,T2,42,0.5261613117930454,-0.879699183155719,1.4058604949487643,false
long,main σc=1.0 σs=0.20,partick-thistle,2012,12/13,T2,45,0.7071194996643627,-1.0427823041826325,1.7499018038469951,false
long,main σc=1.0 σs=0.20,partick-thistle,2013,13/14,T1,41,0.6216146793387338,-0.7409317388674449,1.3625464182061786,false
long,main σc=1.0 σs=0.20,partick-thistle,2014,14/15,T1,43,0.6441927716147456,-0.9454679733246791,1.5896607449394247,false
long,main σc=1.0 σs=0.20,partick-thistle,2015,15/16,T1,41,0.5348370150537112,-0.927636260913332,1.4624732759670431,false
long,main σc=1.0 σs=0.20,partick-thistle,2016,16/17,T1,42,0.566857961134861,-0.934042119094833,1.5009000802296941,false
long,main σc=1.0 σs=0.20,partick-thistle,2017,17/18,T1,42,0.5401619045502494,-0.8507708366779542,1.3909327412282035,false
long,main σc=1.0 σs=0.20,partick-thistle,2018,18/19,T2,42,0.5917323075136827,-0.7061706476551637,1.2979029551688464,false
long,main σc=1.0 σs=0.20,partick-thistle,2019,19/20,T2,35,0.5186439963919315,-0.6032284220682304,1.1218724184601618,false
long,main σc=1.0 σs=0.20,partick-thistle,2020,20/21,T3,20,0.555328245898115,-0.8842886018420335,1.4396168477401485,false
long,main σc=1.0 σs=0.20,partick-thistle,2021,21/22,T2,41,0.4722239241084203,-0.8921130778532045,1.3643370019616248,false
long,main σc=1.0 σs=0.20,partick-thistle,2022,22/23,T2,42,0.7351896584058106,-0.7408803756000598,1.4760700340058706,false
long,main σc=1.0 σs=0.20,partick-thistle,2023,23/24,T2,41,0.7229489843347663,-0.6303151517045456,1.3532641360393118,false
long,main σc=1.0 σs=0.20,partick-thistle,2024,24/25,T2,37,0.48117639480752045,-0.812161057832964,1.2933374526404844,false
long,main σc=1.0 σs=0.20,partick-thistle,2025,25/26,T2,39,0.5711285484207429,-0.8156346934861605,1.3867632419069034,false
long,main σc=1.0 σs=0.20,partick-thistle,2026,26/27,T2,8,0.38938424730453947,-1.010145436104116,1.3995296834086555,false
long,main σc=1.0 σs=0.20,partick-thistle-u20,2016,16/17,B,2,0.7035928316600862,-0.5115328074272386,1.2151256390873248,false
long,main σc=1.0 σs=0.20,partick-thistle-u20,2017,17/18,B,2,0.6422843881149415,-0.43485157225632604,1.0771359603712676,false
long,main σc=1.0 σs=0.20,penicuik-athletic-fc,2019,19/20,T5,3,0.19198993353967597,0.02299121109919386,0.1689987224404821,false
long,main σc=1.0 σs=0.20,penicuik-athletic-fc,2021,21/22,T5,1,0.06991782303562949,0.17928948197283076,-0.10937165893720127,false
long,main σc=1.0 σs=0.20,penicuik-athletic-fc,2023,23/24,T5,1,0.0515892523193414,0.2591145862944842,-0.20752533397514278,false
long,main σc=1.0 σs=0.20,peterhead,2008,08/09,T3,42,0.3358824356226446,-0.49996755348405486,0.8358499891066995,false
long,main σc=1.0 σs=0.20,peterhead,2009,09/10,T3,40,0.09864762496843615,-0.260563992066725,0.35921161703516113,false
long,main σc=1.0 σs=0.20,peterhead,2010,10/11,T3,45,0.28445735668614475,-0.1726319737065171,0.45708933039266186,false
long,main σc=1.0 σs=0.20,peterhead,2011,11/12,T4,42,0.12324564346820291,-0.2366598494529253,0.3599054929211282,false
long,main σc=1.0 σs=0.20,peterhead,2012,12/13,T4,39,0.13533160755783208,-0.6548443026256304,0.7901759101834624,false
long,main σc=1.0 σs=0.20,peterhead,2013,13/14,T4,40,0.3616219842916407,-0.41620956494099753,0.7778315492326382,false
long,main σc=1.0 σs=0.20,peterhead,2014,14/15,T3,42,0.29295966561843473,-0.36756278872193815,0.6605224543403729,false
long,main σc=1.0 σs=0.20,peterhead,2015,15/16,T3,43,0.5526793938412788,-0.4049777271324805,0.9576571209737593,false
long,main σc=1.0 σs=0.20,peterhead,2016,16/17,T3,40,0.2172649961027978,-0.2712703646528002,0.488535360755598,false
long,main σc=1.0 σs=0.20,peterhead,2017,17/18,T4,42,0.5214822286579819,-0.42400551404374803,0.9454877427017299,false
long,main σc=1.0 σs=0.20,peterhead,2018,18/19,T4,41,0.3034698021355534,-0.5281338698805044,0.8316036720160578,false
long,main σc=1.0 σs=0.20,peterhead,2019,19/20,T3,29,0.11746049243527322,-0.31764950224589644,0.4351099946811697,false
long,main σc=1.0 σs=0.20,peterhead,2020,20/21,T3,19,0.004995776343962255,-0.4568726965371346,0.46186847288109684,false
long,main σc=1.0 σs=0.20,peterhead,2021,21/22,T3,41,0.20289263837639687,-0.3545043032379558,0.5573969416143527,false
long,main σc=1.0 σs=0.20,peterhead,2022,22/23,T3,38,-0.22040567954276813,-0.032128606204844756,-0.18827707333792337,false
long,main σc=1.0 σs=0.20,peterhead,2023,23/24,T4,39,0.2946349235990172,-0.43470785910268045,0.7293427827016976,false
long,main σc=1.0 σs=0.20,peterhead,2024,24/25,T4,40,0.22482711453918297,-0.35022341536698864,0.5750505299061717,false
long,main σc=1.0 σs=0.20,peterhead,2025,25/26,T3,42,0.3102068833935337,-0.22449891323143187,0.5347057966249655,false
long,main σc=1.0 σs=0.20,peterhead,2026,26/27,T3,12,0.18109225631276815,-0.35567407052608274,0.536766326838851,false
long,main σc=1.0 σs=0.20,pollok-fc,2022,22/23,T5,3,0.6099439562911101,-0.2977590544083688,0.9077030106994789,false
long,main σc=1.0 σs=0.20,pollok-fc,2023,23/24,T5,3,0.6015622658282742,-0.30959645601178554,0.9111587218400597,false
long,main σc=1.0 σs=0.20,pollok-fc,2025,25/26,T5,1,0.4716739621416353,-0.2390874007156696,0.710761362857305,false
long,main σc=1.0 σs=0.20,preston-athletic,2010,10/11,T5,2,-0.44550649847977447,0.4438768695730048,-0.8893833680527793,false
long,main σc=1.0 σs=0.20,preston-athletic,2012,12/13,T5,2,-0.4158514237744543,0.46715336889516446,-0.8830047926696187,false
long,main σc=1.0 σs=0.20,preston-athletic,2013,13/14,T5,3,-0.2685900167303602,0.5000648529042975,-0.7686548696346577,false
long,main σc=1.0 σs=0.20,preston-athletic,2014,14/15,T5,1,-0.44363865816764464,0.49413463844293215,-0.9377732966105767,false
long,main σc=1.0 σs=0.20,preston-athletic,2015,15/16,T5,1,-0.4060721287971208,0.5548046213271549,-0.9608767501242756,false
long,main σc=1.0 σs=0.20,preston-athletic,2016,16/17,T5,2,-0.3632100172222837,0.5023257695275084,-0.8655357867497921,false
long,main σc=1.0 σs=0.20,preston-athletic,2020,20/21,T5,1,-0.37970728554980687,0.5151481656880124,-0.8948554512378193,false
long,main σc=1.0 σs=0.20,preston-athletic,2021,21/22,T5,2,-0.3843830030403236,0.42180253531645767,-0.8061855383567813,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2008,08/09,T2,41,0.7265097112948942,-0.5647972879439747,1.2913069992388688,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2009,09/10,T2,43,0.6625701409004987,-0.7679986038829927,1.4305687447834914,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2010,10/11,T2,45,0.6145456017664729,-0.5081842885934366,1.1227298903599094,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2011,11/12,T2,43,0.4224226342240221,-0.5309743434040689,0.9533969776280911,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2012,12/13,T3,46,0.6911471124588524,-0.9206171631672254,1.611764275626078,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2013,13/14,T2,45,0.5617930401436265,-0.7531191780305299,1.3149122181741564,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2014,14/15,T2,42,0.7060898887808775,-0.8250062294081301,1.5310961181890077,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2015,15/16,T2,41,0.532466012644804,-0.5975156697264061,1.12998168237121,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2016,16/17,T2,43,0.6192698437207453,-0.6056799456743781,1.2249497893951236,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2017,17/18,T2,43,0.6839680217796915,-0.6152964722334314,1.2992644940131228,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2018,18/19,T2,43,0.5137196403399547,-0.6293699750533325,1.1430896153932872,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2019,19/20,T2,30,0.38162378460351976,-0.5441512630504673,0.9257750476539871,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2020,20/21,T2,29,0.5941057880899853,-0.4504200866837941,1.0445258747737793,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2021,21/22,T2,43,0.41596406906936995,-0.5516395193119717,0.9676035883813416,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2022,22/23,T3,42,0.5114163976714884,-0.3849948360123465,0.8964112336838349,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2023,23/24,T3,40,0.29316525911862124,-0.44476605332677543,0.7379313124453967,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2024,24/25,T3,39,0.30069502260542313,-0.5579119825946977,0.8586070052001208,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2025,25/26,T3,42,0.4646315699595011,-0.4720627510036545,0.9366943209631556,false
long,main σc=1.0 σs=0.20,queen-of-the-south,2026,26/27,T3,12,0.28245259516757587,-0.28197466353638406,0.5644272587039599,false
long,main σc=1.0 σs=0.20,queens-park-fc,2008,08/09,T3,42,0.06741055692893755,-0.3378949973239572,0.4053055542528948,false
long,main σc=1.0 σs=0.20,queens-park-fc,2009,09/10,T4,39,0.041537672210199605,-0.3429243447947099,0.3844620170049095,false
long,main σc=1.0 σs=0.20,queens-park-fc,2010,10/11,T4,40,0.18803570611013934,-0.4028282841570261,0.5908639902671654,false
long,main σc=1.0 σs=0.20,queens-park-fc,2011,11/12,T4,42,0.30360484720247594,-0.35576467665205763,0.6593695238545336,false
long,main σc=1.0 σs=0.20,queens-park-fc,2012,12/13,T4,44,0.27881760648518944,-0.2627335122845231,0.5415511187697125,false
long,main σc=1.0 σs=0.20,queens-park-fc,2013,13/14,T4,41,-0.07703383709291162,-0.029021578805586923,-0.048012258287324694,false
long,main σc=1.0 σs=0.20,queens-park-fc,2014,14/15,T4,40,0.09132076202671026,-0.5294104737767649,0.6207312358034751,false
long,main σc=1.0 σs=0.20,queens-park-fc,2015,15/16,T4,44,0.011754731802215285,-0.5749149942096443,0.5866697260118596,false
long,main σc=1.0 σs=0.20,queens-park-fc,2016,16/17,T3,43,0.11710387267659243,-0.4440411476956727,0.5611450203722651,false
long,main σc=1.0 σs=0.20,queens-park-fc,2017,17/18,T3,38,0.103304348038648,-0.1435347116451281,0.24683905968377612,false
long,main σc=1.0 σs=0.20,queens-park-fc,2018,18/19,T4,41,0.06508001277414172,-0.30210459851052796,0.36718461128466967,false
long,main σc=1.0 σs=0.20,queens-park-fc,2019,19/20,T4,32,0.12137974555823557,-0.36566466902651384,0.4870444145847494,false
long,main σc=1.0 σs=0.20,queens-park-fc,2020,20/21,T4,20,0.3095514785960554,-0.6535329333520044,0.9630844119480597,false
long,main σc=1.0 σs=0.20,queens-park-fc,2021,21/22,T3,40,0.22842307730998052,-0.6063776197023552,0.8348006970123356,false
long,main σc=1.0 σs=0.20,queens-park-fc,2022,22/23,T2,40,0.5633875482150077,-0.5679012751942929,1.1312888234093006,false
long,main σc=1.0 σs=0.20,queens-park-fc,2023,23/24,T2,39,0.39989916604944153,-0.5050602611913126,0.9049594272407542,false
long,main σc=1.0 σs=0.20,queens-park-fc,2024,24/25,T2,46,0.3190384548887349,-0.5202459328037615,0.8392843876924965,false
long,main σc=1.0 σs=0.20,queens-park-fc,2025,25/26,T2,37,0.24194174819243167,-0.5123840744408061,0.7543258226332378,false
long,main σc=1.0 σs=0.20,queens-park-fc,2026,26/27,T2,7,0.0760059935223866,-0.40238916360428256,0.47839515712666913,false
long,main σc=1.0 σs=0.20,raith-rovers,2008,08/09,T3,41,0.39481159331803023,-0.7936906191881886,1.1885022125062188,false
long,main σc=1.0 σs=0.20,raith-rovers,2009,09/10,T2,47,0.44560788504683924,-0.7413736154149727,1.1869815004618118,false
long,main σc=1.0 σs=0.20,raith-rovers,2010,10/11,T2,41,0.4704611141767265,-0.7718880879496384,1.242349202126365,false
long,main σc=1.0 σs=0.20,raith-rovers,2011,11/12,T2,41,0.5164436672400046,-0.6904602044385988,1.2069038716786034,false
long,main σc=1.0 σs=0.20,raith-rovers,2012,12/13,T2,46,0.4847844058476297,-0.5812497099029319,1.0660341157505617,false
long,main σc=1.0 σs=0.20,raith-rovers,2013,13/14,T2,47,0.5553310959992023,-0.5907683533568374,1.1460994493560397,false
long,main σc=1.0 σs=0.20,raith-rovers,2014,14/15,T2,42,0.4569357173173926,-0.5668103961241658,1.0237461134415584,false
long,main σc=1.0 σs=0.20,raith-rovers,2015,15/16,T2,43,0.5772378428956368,-0.7829556891412491,1.3601935320368859,false
long,main σc=1.0 σs=0.20,raith-rovers,2016,16/17,T2,39,0.39425848163905464,-0.6788935364000385,1.0731520180390932,false
long,main σc=1.0 σs=0.20,raith-rovers,2017,17/18,T3,41,0.49811291172122074,-0.7748811954913022,1.272994107212523,false
long,main σc=1.0 σs=0.20,raith-rovers,2018,18/19,T5,5,0.5450660324742354,-0.6306286674651597,1.175694699939395,false
long,main σc=1.0 σs=0.20,raith-rovers,2019,19/20,T3,34,0.5338696023295812,-0.5890441682116723,1.1229137705412535,false
long,main σc=1.0 σs=0.20,raith-rovers,2020,20/21,T2,29,0.6746906672964896,-0.7154137330995216,1.3901044003960112,false
long,main σc=1.0 σs=0.20,raith-rovers,2021,21/22,T2,46,0.5316398321738809,-0.7872939475843501,1.318933779758231,false
long,main σc=1.0 σs=0.20,raith-rovers,2022,22/23,T2,45,0.5021065986203791,-0.7355171531066733,1.2376237517270523,false
long,main σc=1.0 σs=0.20,raith-rovers,2023,23/24,T2,41,0.6525962092074231,-0.7741347270092432,1.4267309362166665,false
long,main σc=1.0 σs=0.20,raith-rovers,2024,24/25,T2,40,0.5695542854803469,-0.7313951759714229,1.3009494614517698,false
long,main σc=1.0 σs=0.20,raith-rovers,2025,25/26,T2,37,0.41762333890164166,-0.7507824136454717,1.1684057525471134,false
long,main σc=1.0 σs=0.20,raith-rovers,2026,26/27,T2,7,0.5653677005535794,-0.8523522705430817,1.4177199710966613,false
long,main σc=1.0 σs=0.20,rangers,2008,08/09,T1,47,1.3069711251601381,-1.5268967088146015,2.8338678339747396,true
long,main σc=1.0 σs=0.20,rangers,2009,09/10,T1,48,1.282789714033026,-1.4595720937658403,2.7423618077988663,true
long,main σc=1.0 σs=0.20,rangers,2010,10/11,T1,45,1.4251008228768247,-1.480984510357823,2.906085333234648,true
long,main σc=1.0 σs=0.20,rangers,2011,11/12,T1,41,1.2595880078110953,-1.4408244463404323,2.7004124541515275,true
long,main σc=1.0 σs=0.20,rangers,2012,12/13,T4,47,0.7341703327000879,-1.1245852169226,1.858755549622688,true
long,main σc=1.0 σs=0.20,rangers,2013,13/14,T3,48,0.9808321137261342,-1.4616043280632067,2.442436441789341,true
long,main σc=1.0 σs=0.20,rangers,2014,14/15,T2,48,0.9822802103724773,-1.1194395107563018,2.101719721128779,true
long,main σc=1.0 σs=0.20,rangers,2015,15/16,T2,50,1.2086927332709436,-1.1996547253263734,2.408347458597317,true
long,main σc=1.0 σs=0.20,rangers,2016,16/17,T1,45,1.0712979880345654,-1.2485800176877306,2.319878005722296,true
long,main σc=1.0 σs=0.20,rangers,2017,17/18,T1,45,1.3031916536250516,-1.1014988698750579,2.4046905235001095,true
long,main σc=1.0 σs=0.20,rangers,2018,18/19,T1,46,1.3040272389859877,-1.4734090518099432,2.777436290795931,true
long,main σc=1.0 σs=0.20,rangers,2019,19/20,T1,35,1.1984727727640525,-1.5595110417845985,2.757983814548651,true
long,main σc=1.0 σs=0.20,rangers,2020,20/21,T1,38,1.3775608464616622,-1.7261811138455525,3.1037419603072145,true
long,main σc=1.0 σs=0.20,rangers,2021,21/22,T1,41,1.2696506112442336,-1.4353923024850772,2.7050429137293106,true
long,main σc=1.0 σs=0.20,rangers,2022,22/23,T1,41,1.3146742599912575,-1.3350088176635235,2.649683077654781,true
long,main σc=1.0 σs=0.20,rangers,2023,23/24,T1,42,1.2733243441178816,-1.5220394090685971,2.7953637531864786,true
long,main σc=1.0 σs=0.20,rangers,2024,24/25,T1,39,1.2319169056293802,-1.314345634437812,2.5462625400671923,true
long,main σc=1.0 σs=0.20,rangers,2025,25/26,T1,39,1.263715076931029,-1.3685270464473553,2.6322421233783846,true
long,main σc=1.0 σs=0.20,rangers,2026,26/27,T1,9,1.1932539350256803,-1.4942897706885636,2.687543705714244,true
long,main σc=1.0 σs=0.20,rangers-b-u21,2021,21/22,B,4,0.6178327754966847,-0.014895966714069758,0.6327287422107545,false
long,main σc=1.0 σs=0.20,rangers-b-u21,2022,22/23,B,3,0.6907266473243797,-0.16530011525118188,0.8560267625755615,false
long,main σc=1.0 σs=0.20,rangers-b-u21,2023,23/24,B,4,0.7381099437108601,-0.14885469725148015,0.8869646409623403,false
long,main σc=1.0 σs=0.20,rangers-b-u21,2024,24/25,B,5,0.7257247503362386,-0.136971435769343,0.8626961861055816,false
long,main σc=1.0 σs=0.20,rangers-b-u21,2025,25/26,B,6,0.496462793995062,-0.014051785128632158,0.5105145791236941,false
long,main σc=1.0 σs=0.20,rangers-b-u21,2026,26/27,B,4,0.5640748368458914,-0.11069957382411029,0.6747744106700018,false
long,main σc=1.0 σs=0.20,rangers-u20,2016,16/17,B,2,0.2458570447209078,0.005321578350612827,0.24053546637029496,false
long,main σc=1.0 σs=0.20,rangers-u20,2017,17/18,B,1,0.22265951218547297,0.002195064804658995,0.22046444738081397,false
long,main σc=1.0 σs=0.20,rangers-u21,2018,18/19,B,1,0.3795808252391938,-0.5340833494615826,0.9136641747007764,false
long,main σc=1.0 σs=0.20,rangers-u21,2019,19/20,B,6,0.4160940162518916,-0.6064918592173733,1.022585875469265,false
long,main σc=1.0 σs=0.20,ross-county,2008,08/09,T2,45,0.574675569786917,-0.722477376337107,1.297152946124024,false
long,main σc=1.0 σs=0.20,ross-county,2009,09/10,T2,50,0.7245249373507836,-0.8557700831341044,1.580295020484888,false
long,main σc=1.0 σs=0.20,ross-county,2010,10/11,T2,47,0.3475340443502268,-0.922786516189253,1.2703205605394798,false
long,main σc=1.0 σs=0.20,ross-county,2011,11/12,T2,44,0.8946603980962621,-0.9684401339752482,1.8631005320715102,false
long,main σc=1.0 σs=0.20,ross-county,2012,12/13,T1,41,0.7382152583259401,-0.9021072164366394,1.6403224747625795,false
long,main σc=1.0 σs=0.20,ross-county,2013,13/14,T1,39,0.6343486814230703,-0.7238989290223394,1.3582476104454098,false
long,main σc=1.0 σs=0.20,ross-county,2014,14/15,T1,41,0.6955476418353549,-0.6917202205710746,1.3872678624064294,false
long,main σc=1.0 σs=0.20,ross-county,2015,15/16,T1,47,0.9209879641470927,-0.8130926689592509,1.7340806331063436,false
long,main σc=1.0 σs=0.20,ross-county,2016,16/17,T1,40,0.7794291075674965,-0.8041272440704252,1.5835563516379216,false
long,main σc=1.0 σs=0.20,ross-county,2017,17/18,T1,40,0.6468826118247311,-0.798846382318122,1.445728994142853,false
long,main σc=1.0 σs=0.20,ross-county,2018,18/19,T2,45,0.8966862403988034,-0.9230437522641871,1.8197299926629906,false
long,main σc=1.0 σs=0.20,ross-county,2019,19/20,T1,32,0.6222414848776723,-0.6712307439560282,1.2934722288337004,false
long,main σc=1.0 σs=0.20,ross-county,2020,20/21,T1,36,0.5368603582674015,-0.7136402770017359,1.2505006352691375,false
long,main σc=1.0 σs=0.20,ross-county,2021,21/22,T1,34,0.8461986929349384,-0.8098493507686665,1.656048043703605,false
long,main σc=1.0 σs=0.20,ross-county,2022,22/23,T1,35,0.5129388328808131,-0.8566283327723209,1.3695671656531339,false
long,main σc=1.0 σs=0.20,ross-county,2023,23/24,T1,36,0.6149160796241355,-0.7179072503513835,1.332823329975519,false
long,main σc=1.0 σs=0.20,ross-county,2024,24/25,T1,35,0.5738571682141742,-0.8040827579409289,1.377939926155103,false
long,main σc=1.0 σs=0.20,ross-county,2025,25/26,T2,37,0.4002619064271699,-0.5857271044256014,0.9859890108527714,false
long,main σc=1.0 σs=0.20,ross-county,2026,26/27,T3,13,0.803371421357729,-0.7667120975191184,1.5700835188768474,false
long,main σc=1.0 σs=0.20,ross-county-u20,2016,16/17,B,1,0.14326057872384412,0.1356349838785415,0.007625594845302619,false
long,main σc=1.0 σs=0.20,ross-county-u20,2017,17/18,B,2,0.11388715697833186,0.13597288268037255,-0.02208572570204069,false
long,main σc=1.0 σs=0.20,ross-county-u21,2019,19/20,B,2,0.5896032804237059,0.20566738035627427,0.3839359000674316,false
long,main σc=1.0 σs=0.20,rothes-fc,2012,12/13,T5,2,-0.8928677366817136,0.648954626201029,-1.5418223628827425,false
long,main σc=1.0 σs=0.20,rothes-fc,2013,13/14,T5,1,-0.8962662029987541,0.7155962611348474,-1.6118624641336017,false
long,main σc=1.0 σs=0.20,rothes-fc,2014,14/15,T5,1,-0.8787064152397415,0.7281458722299543,-1.6068522874696958,false
long,main σc=1.0 σs=0.20,rothes-fc,2015,15/16,T5,1,-0.8718162199170033,0.8053569037021824,-1.6771731236191858,false
long,main σc=1.0 σs=0.20,rothes-fc,2016,16/17,T5,1,-0.83385902501879,0.6997474585053214,-1.5336064835241112,false
long,main σc=1.0 σs=0.20,rothes-fc,2017,17/18,T5,2,-0.8372196477026875,0.6666166618056849,-1.5038363095083724,false
long,main σc=1.0 σs=0.20,rothes-fc,2018,18/19,T5,2,-0.7655740313999103,0.5305547255322727,-1.296128756932183,false
long,main σc=1.0 σs=0.20,rothes-fc,2019,19/20,T5,2,-0.7346135516080883,0.7232368845691557,-1.457850436177244,false
long,main σc=1.0 σs=0.20,rothes-fc,2020,20/21,T5,1,-0.8392519282541594,0.7171935213015288,-1.5564454495556883,false
long,main σc=1.0 σs=0.20,rothes-fc,2021,21/22,T5,3,-0.8961716597662291,0.5981003668843545,-1.4942720266505836,false
long,main σc=1.0 σs=0.20,rothes-fc,2022,22/23,T5,1,-0.8386611612708592,0.7131404685037103,-1.5518016297745696,false
long,main σc=1.0 σs=0.20,rothes-fc,2023,23/24,T5,1,-0.8690033008898115,0.7095117053091072,-1.5785150061989186,false
long,main σc=1.0 σs=0.20,rothes-fc,2024,24/25,T5,1,-0.8701978100005818,0.8713091040898595,-1.7415069140904413,false
long,main σc=1.0 σs=0.20,rothes-fc,2025,25/26,T5,1,-0.8788801765839603,0.754955066664863,-1.6338352432488232,false
long,main σc=1.0 σs=0.20,rutherglen-glencairn-fc,2024,24/25,T5,1,0.35450387865552957,0.3242800439422618,0.030223834713267783,false
long,main σc=1.0 σs=0.20,sauchie-juniors,2021,21/22,T5,3,-0.0397349917100032,-0.018844987193254385,-0.020890004516748814,false
long,main σc=1.0 σs=0.20,sauchie-juniors,2022,22/23,T5,3,0.04300633434942988,-0.03159056404127006,0.07459689839069994,false
long,main σc=1.0 σs=0.20,sauchie-juniors,2023,23/24,T5,1,-0.06942298278852907,-0.004142044349621704,-0.06528093843890737,false
long,main σc=1.0 σs=0.20,sauchie-juniors,2024,24/25,T5,2,-0.0440106031500682,-0.02320577504256949,-0.020804828107498712,false
long,main σc=1.0 σs=0.20,sauchie-juniors,2025,25/26,T5,2,-0.10331686086194031,-0.05481923300809078,-0.04849762785384953,false
long,main σc=1.0 σs=0.20,selkirk,2012,12/13,T5,3,-0.7505095172843671,0.7093691760852867,-1.459878693369654,false
