team,mean,sd,q05,q50,q95,p_above_base,fold
east-fife,0.1094032613399057,0.07561280054923167,-0.028715547483643585,0.11640516961938008,0.21578536340769333,0.393,3
alloa-athletic,0.10508675670401008,0.07361522433964031,-0.026363886492137757,0.11179142042293821,0.21118403412449338,0.35425,3
kelty-hearts-fc,0.09762389178072321,0.07605041485915566,-0.041253786189146865,0.10566822645313259,0.20632949064325265,0.318,3
the-spartans-fc,0.09546069601129521,0.07936866979420908,-0.053538239735058585,0.10614316820157887,0.20476456077306995,0.3245,3
elgin-city,0.15969796468971226,0.06783262131389454,0.06004861176394792,0.1548228346090793,0.2789575781114686,0.595,4
falkirk-fc,0.15858850653731663,0.06758150310598855,0.05390342217576954,0.1555170003507259,0.27592365292213716,0.5955,4
stranraer,0.15744636680691143,0.06832221369228707,0.05304549708401806,0.15268870118877126,0.27619039254797073,0.58075,4
dumbarton,0.15601932887379397,0.06364765127318553,0.057411092048135264,0.15344407859520828,0.2624414872497482,0.58825,4
annan-athletic,0.15557279075697056,0.06511194921875291,0.056388542974159774,0.15265810287314138,0.2699255392454868,0.576,4
stenhousemuir,0.15364592400248359,0.06619243525765506,0.05234368272880461,0.15162809713467518,0.2649263200358638,0.56225,4
queen-of-the-south,0.15334784892441872,0.06633347042266799,0.05179658693470866,0.15061642931895108,0.2635359918112092,0.573,4
airdrieonians,0.14955679670451233,0.0756519800595577,0.028964465583824133,0.14785504576772546,0.2753984413782385,0.525,4
inverness-caledonian-thistle,0.14690044689471848,0.07061819154190718,0.04227438375974302,0.14474464802855216,0.2615367943050913,0.5165,4
bonnyrigg-rose,0.14671694511073577,0.06635624638479119,0.0407866961178831,0.14570927537406128,0.2539519133175743,0.51975,4
dunfermline-athletic,0.14642008778470722,0.07173580178130964,0.037181788836720145,0.14526987665430827,0.26328952164950153,0.5125,4
peterhead,0.1464084689675053,0.062470684745613875,0.045155456269904054,0.14523091340289834,0.24873535221354076,0.5165,4
hamilton-academical,0.14466257447222028,0.06854275983176793,0.03651622505295923,0.1441978924853074,0.256735111670368,0.50175,4
forfar-athletic,0.1434116974923639,0.06306025538817107,0.03915894634515668,0.14427751461750188,0.2427353727712384,0.512,4
montrose,0.14203389736593017,0.06428002998085282,0.035873311756834586,0.14231144078007563,0.2452357185466726,0.49475,4
albion-rovers,0.1414810123721663,0.07280282815396434,0.02113584060908324,0.14306448075322406,0.2570351979331629,0.4875,4
edinburgh-city-fc,0.1400828344142976,0.06769245146543354,0.03154857260827569,0.1398881243626277,0.24753204377903346,0.479,4
cove-rangers,0.13985317550400025,0.06709414014314403,0.02982074990353497,0.1411894559998996,0.24388909812978182,0.48525,4
stirling-albion,0.13831770054462042,0.065951013396658,0.029749634365638825,0.13976853017153734,0.24003918012718334,0.46375,4
east-fife,0.13534614210286006,0.06666958922290217,0.022726441965038847,0.13725833658700923,0.23942780436369712,0.4515,4
clyde-fc,0.13223061228466695,0.06693497756093363,0.019437185153863855,0.1351792591976092,0.23170255751387447,0.432,4
arbroath,0.1301335429857234,0.0727527539231897,0.004601672149551239,0.1355009536652073,0.2365436477648749,0.428,4
alloa-athletic,0.1260217819581958,0.06836634866273154,0.008974572297644983,0.12999611654699667,0.22597733597859018,0.37925,4
the-spartans-fc,0.11755630197094681,0.07120019477455912,-0.01183037298312631,0.12424013541855747,0.21772862123862452,0.349,4
kelty-hearts-fc,0.11498780326367898,0.07339938019891844,-0.015935269255894828,0.12470762440416755,0.21762748102228957,0.341,4
annan-athletic,0.17791368540542601,0.06836734462261784,0.07715559449012604,0.1713740743877302,0.3017611322503033,0.65575,5
elgin-city,0.17257668142742177,0.06931225805081107,0.07101023295840012,0.16766409356777556,0.2945767212766644,0.62,5
falkirk-fc,0.17107449023670518,0.07054162044843257,0.06779784346996445,0.1667969701675257,0.2936301161049651,0.6035,5
stranraer,0.1675734209523062,0.0664442560719669,0.06555719495623684,0.16359797396768666,0.2808301846560176,0.59075,5
queen-of-the-south,0.16462315282409573,0.06852037323795838,0.05837253390391604,0.16238183990785648,0.2833755135869852,0.56775,5
